Tumor Size,Cell Density,Anomaly
5.745071229516849,39.5308901731806,0.0
4.792603548243223,55.36652752527286,0.0
5.971532807151039,61.85704154662997,0.0
7.284544784612038,57.18953310665067,0.0
4.648769937914996,59.960476858058165,0.0
4.648794564576229,42.43204911430539,0.0
7.368819223261087,35.78189333258156,0.0
6.151152093729364,65.01333651955487,0.0
4.295788421097572,46.77320161157864,0.0
5.8138400653789475,47.49166983544953,0.0
4.304873460781307,63.281941418490575,0.0
4.301405369644614,55.5623000940066,0.0
5.362943407349051,54.55887772081608,0.0
2.1300796330133034,71.65002344901083,0.0
2.4126232512304506,43.564817696198574,0.0
4.1565687061385415,59.278401280812375,0.0
3.480753319498364,50.570131248970846,0.0
5.471370998892911,52.68592278863257,0.0
3.6379638867181834,65.28468426412532,0.0
2.881544447997063,55.07835756289624,0.0
7.198473153382331,55.38296079049633,0.0
4.661335549270197,60.72507337309802,0.0
5.101292307031886,46.350472704571146,0.0
2.8628777206798146,41.607903326609936,0.0
4.183425913212226,39.55190805978967,0.0
5.166383884564799,30.33643410623998,0.0
3.2735096338665457,70.56207129940321,0.0
5.563547027518508,38.96791634278317,0.0
4.099041965121793,47.78746376414228,0.0
4.562459375310085,47.23186700111079,0.0
4.097440081655905,53.07406697809101,0.0
7.778417276763406,58.15737212539297,0.0
4.979754162893099,58.60473488359745,0.0
3.4134336065661497,44.16922561431062,0.0
6.233817368154783,48.32878286213589,0.0
3.1687345250434666,52.825799504882994,0.0
5.313295392507133,47.51308873816453,0.0
2.0604948141803368,66.07345576019992,0.0
3.0077209266523544,54.90974951638251,0.0
5.295291853803685,57.348777860498174,0.0
6.107699869993116,56.628812686674124,0.0
5.257052421784956,61.73473857485325,0.0
4.826527576417639,51.81021558703707,0.0
4.548344456616067,37.03168052044153,0.0
2.782217014448859,53.996879517526416,0.0
3.9202336874079373,43.48643106208171,0.0
4.309041843560319,44.713833182502434,0.0
6.585683339328374,55.863640187550935,0.0
5.515427434352692,62.38283071433636,0.0
2.3554397669558993,50.21271576736061,0.0
5.486125954092192,53.088330125989636,0.0
4.422376579375525,67.02214944635239,0.0
3.984616999541062,52.407531794885685,0.0
5.917514433261302,76.01683114180395,0.0
6.546499283743927,55.65509645631544,0.0
6.396920178674298,32.39237240844182,0.0
3.7411737151660422,57.53341621104533,0.0
4.5361814362231785,53.81158384882778,0.0
5.496895147105346,62.897527540827454,0.0
6.463317690683539,56.73181351269958,0.0
4.281238643232065,48.615440160162265,0.0
4.721511535004274,37.757017637106344,0.0
3.3404975389909577,47.90976742713975,0.0
3.205690063878994,41.494795457907,0.0
6.218788733591297,44.19476550195277,0.0
7.0343600428562345,55.8857840442061,0.0
4.891984817629499,66.69904504351406,0.0
6.5052993468380365,53.94671529822981,0.0
5.542454037571451,38.04116937964815,0.0
4.032320368092313,54.446026682201406,0.0
5.5420934082626205,61.966314866456514,0.0
7.307054849698954,43.90217095680618,0.0
4.946260941335073,48.65982833327082,0.0
7.346965483721009,50.14688194729197,0.0
1.0703823438653837,42.151016869177596,0.0
6.232853756562836,56.48280433843859,0.0
5.130570602357257,48.79051851392219,0.0
4.551488974301199,54.195324439070276,0.0
5.137641164803253,41.125078221978995,0.0
2.0186466280986606,45.62541699676589,0.0
4.670492168243732,57.22381357827771,0.0
5.53566885726762,46.27166847908233,0.0
7.216841067112274,67.26963851233405,0.0
4.222594672589529,46.003638143853976,0.0
3.7872595956602186,52.24684725751886,0.0
4.247364434623195,59.325908318730896,0.0
6.373103176553111,35.816342670669684,0.0
5.493126664489527,32.39191188019224,0.0
4.205359694349442,34.74343685429905,0.0
5.769901149670034,62.62584103427182,0.0
5.14561632402206,44.481418541075534,0.0
6.452967485799334,75.58199285668252,0.0
3.9469203591839714,44.357524013426115,0.0
4.508506780103348,51.84551303197037,0.0
4.411837770301764,65.42109952567876,0.0
2.804727577801822,70.06092888159122,0.0
5.444180415596864,70.61503576636397,0.0
5.391582908269834,62.083662305931426,0.0
5.0076701849636915,60.240625258114626,0.0
4.64811929993728,55.92526949201183,0.0
2.8769438869243786,57.78361076166638,0.0
4.369032015851961,44.488142836714665,0.0
4.485928225209846,41.81801116577693,0.0
3.796584096167572,49.96625542589048,0.0
4.758071432500986,48.298153774750716,0.0
5.606076285221808,45.46771950672725,0.0
7.829278851815795,56.963874474567156,0.0
